"code","name"
"BEivFirKegBeg","Beginbalans kostenegalisatiereserve"
"BEivFirKegDot","Dotatie kostenegalisatiereserve"
"BEivFirKegAtg","Afname ten gunste van het resultaat kostenegalisatiereserve"
"BEivFirKegKtl","Kosten ten laste van reserve kostenegalisatiereserve"
"BEivFirKegOve","Overboekingen kostenegalisatiereserve"
"BEivFirKegVal","Valutaomrekeningsverschillen kostenegalisatiereserve"
"BEivFirKegOvm","Overige mutaties kostenegalisatiereserve"
"BEivFirExp","Exportreserve"
"BEivFirExpBeg","Beginbalans exportreserve"
"BEivFirExpDot","Dotatie exportreserve"
"BEivFirExpAtg","Afname ten gunste van het resultaat exportreserve"
"BEivFirExpKtl","Kosten ten laste van reserve exportreserve"
"BEivFirExpOve","Overboekingen exportreserve"
"BEivFirExpVal","Valutaomrekeningsverschillen exportreserve"
"BEivFirExpOvm","Overige mutaties exportreserve"
"BEivFirRis","Risicoreserve"
"BEivFirRisBeg","Beginbalans risicoreserve"
"BEivFirRisDot","Dotatie risicoreserve"
"BEivFirRisAtg","Afname ten gunste van het resultaat risicoreserve"
"BEivFirRisKtl","Kosten ten laste van reserve risicoreserve"
"BEivFirRisOve","Overboekingen risicoreserve"
"BEivFirRisVal","Valutaomrekeningsverschillen risicoreserve"
"BEivFirRisOvm","Overige mutaties risicoreserve"
"BEivFirTer","Terugkeerreserve"
"BEivFirTerBeg","Beginbalans terugkeerreserve"
"BEivFirTerDot","Dotatie terugkeerreserve"
"BEivFirTerAaw","Aanwending terugkeerreserve"
"BEivFirTerVri","Vrijval terugkeerreserve"
"BEivFirTerOve","Overboekingen terugkeerreserve"
"BEivFirTerVal","Valutaomrekeningsverschillen terugkeerreserve"
"BEivFirTerOvm","Overige mutaties terugkeerreserve"
"BEivFirOfr","Overige fiscale reserves"
"BEivFirOfrBeg","Beginbalans overige fiscale reserves"
"BEivFirOfrDot","Dotatie overige fiscale reserves"
"BEivFirOfrAaw","Aanwending overige fiscale reserves"
"BEivFirOfrVri","Vrijval overige fiscale reserves"
"BEivFirOfrOve","Overboekingen overige fiscale reserves"
"BEivFirOfrVal","Valutaomrekeningsverschillen overige fiscale reserves"
"BEivFirOfrOvm","Overige mutaties overige fiscale reserves"
"BVrz","VOORZIENINGEN"
"BVrzVvp","Voorziening voor pensioenen"
"BVrzVvpVpd","Voorziening voor pensioenen directie in eigen beheer"
"BVrzVvpVpdBeg","Beginbalans voorziening voor pensioenen directie in eigen beheer"
"BVrzVvpVpdToe","Toename voorziening voor pensioenen directie in eigen beheer"
"BVrzVvpVpdOnt","Onttrekking voorziening voor pensioenen directie in eigen beheer"
"BVrzVvpVpdVri","Vrijval voorziening voor pensioenen directie in eigen beheer"
"BVrzVvpVpdOmv","Omrekeningsverschillen voorziening voor pensioenen directie in eigen beheer"
"BVrzVvpVpdOev","Oprenting en/of verandering disconteringsvoet voorziening voor pensioenen directie in eigen beheer"
"BVrzVvpVpdOvm","Overige mutaties voorziening voor pensioenen directie in eigen beheer"
"BVrzVvpBac","Backserviceverplichting"
"BVrzVvpBacBeg","Beginbalans backserviceverplichting"
"BVrzVvpBacToe","Toename backserviceverplichting"
"BVrzVvpBacOnt","Onttrekking backserviceverplichting"
"BVrzVvpBacVri","Vrijval backserviceverplichting"
"BVrzVvpBacOmv","Omrekeningsverschillen backserviceverplichting"
"BVrzVvpBacOev","Oprenting en/of verandering disconteringsvoet backserviceverplichting"
"BVrzVvpBacOvm","Overige mutaties backserviceverplichting"
"BVrzVvb","Voorziening voor belastingen"
"BVrzVvbVlb","Voorziening voor latente belastingverplichtingen"
"BVrzVvbVlbBeg","Beginbalans voorziening voor latente belastingverplichtingen"
"BVrzVvbVlbToe","Toename voorziening voor latente belastingverplichtingen"
"BVrzVvbVlbOnt","Onttrekking voorziening voor latente belastingverplichtingen"
"BVrzVvbVlbVri","Vrijval voorziening voor latente belastingverplichtingen"
"BVrzVvbVlbOmv","Omrekeningsverschillen voorziening voor latente belastingverplichtingen"
"BVrzVvbVlbOev","Oprenting en/of verandering disconteringsvoet voorziening voor latente belastingverplichtingen"
"BVrzVvbVlbOvm","Overige mutaties voorziening voor latente belastingverplichtingen"
"BVrzVgo","Voorziening groot onderhoud"
"BVrzVgoVvg","Voorziening voor groot onderhoud gebouwen"
"BVrzVgoVvgBeg","Beginbalans voorziening voor groot onderhoud gebouwen"
"BVrzVgoVvgToe","Toename voorziening voor groot onderhoud gebouwen"
"BVrzVgoVvgOnt","Onttrekking voorziening voor groot onderhoud gebouwen"
"BVrzVgoVvgVri","Vrijval voorziening voor groot onderhoud gebouwen"
"BVrzVgoVvgOmv","Omrekeningsverschillen voorziening voor groot onderhoud gebouwen"
"BVrzVgoVvgOev","Oprenting en/of verandering disconteringsvoet voorziening voor groot onderhoud gebouwen"
"BVrzVgoVvgOvm","Overige mutaties voorziening voor groot onderhoud gebouwen"
"BVrzVgoVgm","Voorziening voor groot onderhoud machines en installaties"
"BVrzVgoVgmBeg","Beginbalans voorziening voor groot onderhoud machines en installaties"
"BVrzVgoVgmToe","Toename voorziening voor groot onderhoud machines en installaties"
"BVrzVgoVgmOnt","Onttrekking voorziening voor groot onderhoud machines en installaties"
"BVrzVgoVgmVri","Vrijval voorziening voor groot onderhoud machines en installaties"
"BVrzVgoVgmOmv","Omrekeningsverschillen voorziening voor groot onderhoud machines en installaties"
"BVrzVgoVgmOev","Oprenting en/of verandering disconteringsvoet voorziening voor groot onderhoud machines en installaties"
"BVrzVgoVgmOvm","Overige mutaties voorziening voor groot onderhoud machines en installaties"
"BVrzVgoVgt","Voorziening voor groot onderhoud transport- en vervoermiddelen"
"BVrzVgoVgtBeg","Beginbalans voorziening voor groot onderhoud transport- en vervoermiddelen"
"BVrzVgoVgtToe","Toename voorziening voor groot onderhoud transport- en vervoermiddelen"
"BVrzVgoVgtOnt","Onttrekking voorziening voor groot onderhoud transport- en vervoermiddelen"
"BVrzVgoVgtVri","Vrijval voorziening voor groot onderhoud transport- en vervoermiddelen"
"BVrzVgoVgtOmv","Omrekeningsverschillen voorziening voor groot onderhoud transport- en vervoermiddelen"
"BVrzVgoVgtOev","Oprenting en/of verandering disconteringsvoet voorziening voor groot onderhoud transport- en vervoermiddelen"
"BVrzVgoVgtOvm","Overige mutaties voorziening voor groot onderhoud transport- en vervoermiddelen"
"BVrzVgoVgi","Voorziening voor groot onderhoud inventaris"
"BVrzVgoVgiBeg","Beginbalans voorziening voor groot onderhoud inventaris"
"BVrzVgoVgiToe","Toename voorziening voor groot onderhoud inventaris"
"BVrzVgoVgiOnt","Onttrekking voorziening voor groot onderhoud inventaris"
"BVrzVgoVgiVri","Vrijval voorziening voor groot onderhoud inventaris"
"BVrzVgoVgiOmv","Omrekeningsverschillen voorziening voor groot onderhoud inventaris"
"BVrzVgoVgiOev","Oprenting en/of verandering disconteringsvoet voorziening voor groot onderhoud inventaris"
"BVrzVgoVgiOvm","Overige mutaties voorziening voor groot onderhoud inventaris"
"BVrzOvz","Overige voorzieningen"
"BVrzOvzGar","Garantievoorziening"
"BVrzOvzGarBeg","Beginbalans garantievoorziening"
"BVrzOvzGarToe","Toename garantievoorziening"
"BVrzOvzGarOnt","Onttrekking garantievoorziening"
"BVrzOvzGarVri","Vrijval garantievoorziening"
"BVrzOvzGarOmv","Omrekeningsverschillen garantievoorziening"
"BVrzOvzGarOev","Oprenting en/of verandering disconteringsvoet garantievoorziening"
"BVrzOvzGarOvm","Overige mutaties garantievoorziening"
"BVrzOvzVhe","Voorziening voor herstelkosten"
"BVrzOvzVheBeg","Beginbalans voorziening voor herstelkosten"
"BVrzOvzVheToe","Toename voorziening voor herstelkosten"
"BVrzOvzVheOnt","Onttrekking voorziening voor herstelkosten"
"BVrzOvzVheVri","Vrijval voorziening voor herstelkosten"
"BVrzOvzVheOmv","Omrekeningsverschillen voorziening voor herstelkosten"
"BVrzOvzVheOev","Oprenting en/of verandering disconteringsvoet voorziening voor herstelkosten"
"BVrzOvzVheOvm","Overige mutaties voorziening voor herstelkosten"
"BVrzOvzVvo","Voorziening voor opruiming van aanwezige milieuvervuiling"
"BVrzOvzVvoBeg","Beginbalans voorziening voor opruiming van aanwezige milieuvervuiling"
"BVrzOvzVvoToe","Toename voorziening voor opruiming van aanwezige milieuvervuiling"
"BVrzOvzVvoOnt","Onttrekking voorziening voor opruiming van aanwezige milieuvervuiling"
"BVrzOvzVvoVri","Vrijval voorziening voor opruiming van aanwezige milieuvervuiling"
"BVrzOvzVvoOmv","Omrekeningsverschillen voorziening voor opruiming van aanwezige milieuvervuiling"
"BVrzOvzVvoOev","Oprenting en/of verandering disconteringsvoet voorziening voor opruiming van aanwezige milieuvervuiling"
"BVrzOvzVvoOvm","Overige mutaties voorziening voor opruiming van aanwezige milieuvervuiling"
"BVrzOvzVuc","Voorziening uit hoofde van claims, geschillen en rechtsgedingen"
"BVrzOvzVucBeg","Beginbalans voorziening uit hoofde van claims, geschillen en rechtsgedingen"
"BVrzOvzVucToe","Toename voorziening uit hoofde van claims, geschillen en rechtsgedingen"
"BVrzOvzVucOnt","Onttrekking voorziening uit hoofde van claims, geschillen en rechtsgedingen"
"BVrzOvzVucVri","Vrijval voorziening uit hoofde van claims, geschillen en rechtsgedingen"
"BVrzOvzVucOmv","Omrekeningsverschillen voorziening uit hoofde van claims, geschillen en rechtsgedingen"
"BVrzOvzVucOev","Oprenting en/of verandering disconteringsvoet voorziening uit hoofde van claims, geschillen en rechtsgedingen"
"BVrzOvzVucOvm","Overige mutaties voorziening uit hoofde van claims, geschillen en rechtsgedingen"
"BVrzOvzVwp","Voorziening voor verwijderingsverplichtingen"
"BVrzOvzVwpBeg","Beginbalans voorziening voor verwijderingsverplichtingen"
"BVrzOvzVwpToe","Toename voorziening voor verwijderingsverplichtingen"
"BVrzOvzVwpOnt","Onttrekking voorziening voor verwijderingsverplichtingen"
"BVrzOvzVwpVri","Vrijval voorziening voor verwijderingsverplichtingen"
"BVrzOvzVwpOmv","Omrekeningsverschillen voorziening voor verwijderingsverplichtingen"
"BVrzOvzVwpOev","Oprenting en/of verandering disconteringsvoet voorziening voor verwijderingsverplichtingen"
"BVrzOvzVwpOvm","Overige mutaties voorziening voor verwijderingsverplichtingen"
"BVrzOvzVlc","Voorziening voor verlieslatende contracten"
"BVrzOvzVlcBeg","Beginbalans voorziening voor verlieslatende contracten"
"BVrzOvzVlcToe","Toename voorziening voor verlieslatende contracten"
"BVrzOvzVlcOnt","Onttrekking voorziening voor verlieslatende contracten"
"BVrzOvzVlcVri","Vrijval voorziening voor verlieslatende contracten"
"BVrzOvzVlcOmv","Omrekeningsverschillen voorziening voor verlieslatende contracten"
"BVrzOvzVlcOev","Oprenting en/of verandering disconteringsvoet voorziening voor verlieslatende contracten"
"BVrzOvzVlcOvm","Overige mutaties voorziening voor verlieslatende contracten"
"BVrzOvzVir","Voorziening in verband met reorganisaties"
"BVrzOvzVirBeg","Beginbalans voorziening in verband met reorganisaties"
"BVrzOvzVirToe","Toename voorziening in verband met reorganisaties"
"BVrzOvzVirOnt","Onttrekking voorziening in verband met reorganisaties"
"BVrzOvzVirVri","Vrijval voorziening in verband met reorganisaties"
"BVrzOvzVirOmv","Omrekeningsverschillen voorziening in verband met reorganisaties"
"BVrzOvzVirOev","Oprenting en/of verandering disconteringsvoet voorziening in verband met reorganisaties"
"BVrzOvzVirOvm","Overige mutaties voorziening in verband met reorganisaties"
"BVrzOvzVid","Voorziening in verband met deelnemingen"
"BVrzOvzVidBeg","Beginbalans voorziening in verband met deelnemingen"
"BVrzOvzVidToe","Toename voorziening in verband met deelnemingen"
"BVrzOvzVidOnt","Onttrekking voorziening in verband met deelnemingen"
"BVrzOvzVidVri","Vrijval voorziening in verband met deelnemingen"
"BVrzOvzVidOmv","Omrekeningsverschillen voorziening in verband met deelnemingen"
"BVrzOvzVidOev","Oprenting en/of verandering disconteringsvoet voorziening in verband met deelnemingen"
"BVrzOvzVidOvm","Overige mutaties voorziening in verband met deelnemingen"
"BVrzOvzJub","Jubileumvoorziening"
"BVrzOvzJubBeg","Beginbalans jubileumvoorziening"
"BVrzOvzJubToe","Toename jubileumvoorziening"
"BVrzOvzJubOnt","Onttrekking jubileumvoorziening"
"BVrzOvzJubVri","Vrijval jubileumvoorziening"
"BVrzOvzJubOmv","Omrekeningsverschillen jubileumvoorziening"
"BVrzOvzJubOev","Oprenting en/of verandering disconteringsvoet jubileumvoorziening"
"BVrzOvzJubOvm","Overige mutaties jubileumvoorziening"
"BVrzOvzArb","Arbeidsongeschiktheidsvoorziening"
"BVrzOvzArbBeg","Beginbalans arbeidsongeschiktheidsvoorziening"
"BVrzOvzArbToe","Toename arbeidsongeschiktheidsvoorziening"
"BVrzOvzArbOnt","Onttrekking arbeidsongeschiktheidsvoorziening"
"BVrzOvzArbVri","Vrijval arbeidsongeschiktheidsvoorziening"
"BVrzOvzArbOmv","Omrekeningsverschillen arbeidsongeschiktheidsvoorziening"
"BVrzOvzArbOev","Oprenting en/of verandering disconteringsvoet arbeidsongeschiktheidsvoorziening"
"BVrzOvzArbOvm","Overige mutaties arbeidsongeschiktheidsvoorziening"
"BVrzOvzLij","Lijfrenteverplichting"
"BVrzOvzLijBeg","Beginbalans lijfrenteverplichting"
"BVrzOvzLijToe","Toename lijfrenteverplichting"
"BVrzOvzLijOnt","Onttrekking lijfrenteverplichting"
"BVrzOvzLijVri","Vrijval lijfrenteverplichting"
"BVrzOvzLijOmv","Omrekeningsverschillen lijfrenteverplichting"
"BVrzOvzLijOev","Oprenting en/of verandering disconteringsvoet lijfrenteverplichting"
"BVrzOvzLijOvm","Overige mutaties lijfrenteverplichting"
"BVrzOvzOvz","Overige voorzieningen operationeel"
"BVrzOvzOvzBeg","Beginbalans overige voorzieningen operationeel"
"BVrzOvzOvzToe","Toename overige voorzieningen operationeel"
"BVrzOvzOvzOnt","Onttrekking overige voorzieningen operationeel"
"BVrzOvzOvzVri","Vrijval overige voorzieningen operationeel"
"BVrzOvzOvzOmv","Omrekeningsverschillen overige voorzieningen operationeel"
"BVrzOvzOvzOev","Oprenting en/of verandering disconteringsvoet overige voorzieningen operationeel"
"BVrzOvzOvzOvm","Overige mutaties overige voorzieningen operationeel"
"BVrzOvzOvn","Overige voorzieningen niet operationeel"
"BVrzOvzOvnBeg","Beginbalans overige voorzieningen niet operationeel"
"BVrzOvzOvnToe","Toename overige voorzieningen niet operationeel"
"BVrzOvzOvnOnt","Onttrekking overige voorzieningen niet operationeel"
"BVrzOvzOvnVri","Vrijval overige voorzieningen niet operationeel"
"BVrzOvzOvnOmv","Omrekeningsverschillen overige voorzieningen niet operationeel"
"BVrzOvzOvnOev","Oprenting en/of verandering disconteringsvoet overige voorzieningen niet operationeel"
"BVrzOvzOvnOvm","Overige mutaties overige voorzieningen niet operationeel"
"BVrzNeg","Negatieve goodwill"
"BVrzNegBwn","Bruto waarde negatieve goodwill"
"BVrzNegBwnBeg","Beginbalans bruto waarde negatieve goodwill"
"BVrzNegBwnAog","Aanvullend opgenomen gedurende de periode bruto waarde negatieve goodwill"
"BVrzNegBwnAlg","Aanpassing als gevolg van later geïdentificeerde activa en passiva bruto waarde negatieve goodwill"
"BVrzNegBwnAag","Afboeking als gevolg van afstoting bruto waarde negatieve goodwill"
"BVrzNegBwnVtg","Vrijval ten gunste van winst-en-verliesrekening bruto waarde negatieve goodwill"
"BVrzNegBwnVwg","Vrijval ten gunste van winst-en-verliesrekening, geen betrekking op toekomstige resultaten bruto waarde negatieve goodwill"
"BVrzNegBwnOvm","Overige mutaties bruto waarde negatieve goodwill"
"BVrzNegCtg","Cumulatief ten gunste van winst-en-verliesrekening gebrachte negatieve goodwill"
"BVrzNegCtgBeg","Beginbalans cumulatief ten gunste van winst-en-verliesrekening gebrachte negatieve goodwill"
"BVrzNegCtgAog","Aanvullend opgenomen gedurende de periode cumulatief ten gunste van winst-en-verliesrekening gebrachte negatieve goodwill"
"BVrzNegCtgAlg","Aanpassing als gevolg van later geïdentificeerde activa en passiva cumulatief ten gunste van winst-en-verliesrekening gebrachte negatieve goodwill"
"BVrzNegCtgAag","Afboeking als gevolg van afstoting cumulatief ten gunste van winst-en-verliesrekening gebrachte negatieve goodwill"
"BVrzNegCtgVtg","Vrijval ten gunste van winst-en-verliesrekening cumulatief ten gunste van winst-en-verliesrekening gebrachte negatieve goodwill"
"BVrzNegCtgVwg","Vrijval ten gunste van winst-en-verliesrekening, geen betrekking op toekomstige resultaten cumulatief ten gunste van winst-en-verliesrekening gebrachte negatieve goodwill"
"BVrzNegCtgOvm","Overige mutaties cumulatief ten gunste van winst-en-verliesrekening gebrachte negatieve goodwill"
"BLas","LANGLOPENDE SCHULDEN"
"BLasAcl","Achtergestelde leningen"
"BLasAclAll","Achtergestelde leningen (langlopend)"
"BLasAclAllBeg","Beginbalans achtergestelde leningen (langlopend)"
"BLasAclAllHoo","Hoofdsom achtergestelde leningen (langlopend)"
"BLasAclAllToe","Toename achtergestelde leningen (langlopend)"
"BLasAclAllAfl","Aflossingen achtergestelde leningen (langlopend)"
"BLasAclAllAvp","Aflossingsverplichtingen achtergestelde leningen (langlopend)"
"BLasAclAllOmv","Omrekeningsverschillen achtergestelde leningen (langlopend)"
"BLasAclAllOvm","Overige mutaties achtergestelde leningen (langlopend)"
"BLasCol","Converteerbare leningen"
"BLasColCll","Converteerbare leningen (langlopend)"
"BLasColCllBeg","Beginbalans converteerbare leningen (langlopend)"
"BLasColCllHoo","Hoofdsom converteerbare leningen (langlopend)"
"BLasColCllToe","Toename converteerbare leningen (langlopend)"
"BLasColCllAfl","Aflossingen converteerbare leningen (langlopend)"
"BLasColCllAvp","Aflossingsverplichtingen converteerbare leningen (langlopend)"
"BLasColCllOmv","Omrekeningsverschillen converteerbare leningen (langlopend)"
"BLasColCllOvm","Overige mutaties converteerbare leningen (langlopend)"
"BLasAoe","Andere obligaties en onderhandse leningen"
"BLasAoeAol","Andere obligaties en onderhandse leningen (langlopend)"
"BLasAoeAolBeg","Beginbalans andere obligaties en onderhandse leningen (langlopend)"
"BLasAoeAolHoo","Hoofdsom andere obligaties en onderhandse leningen (langlopend)"
"BLasAoeAolToe","Toename andere obligaties en onderhandse leningen (langlopend)"
"BLasAoeAolAfl","Aflossingen andere obligaties en onderhandse leningen (langlopend)"
"BLasAoeAolAvp","Aflossingsverplichtingen andere obligaties en onderhandse leningen (langlopend)"
"BLasAoeAolOmv","Omrekeningsverschillen andere obligaties en onderhandse leningen (langlopend)"
"BLasAoeAolOvm","Overige mutaties andere obligaties en onderhandse leningen (langlopend)"
"BLasFlv","Financiële lease verplichtingen"
"BLasFlvMlk","Minimale lease betalingen, looptijd korter dan een jaar"
"BLasFlvMlm","Minimale lease betalingen, looptijd langer dan een jaar en korter dan vijf jaar"
"BLasFlvMll","Minimale lease betalingen, looptijd langer dan vijf jaar"
"BLasFlvCwk","Contante waarde, looptijd korter dan een jaar"
"BLasFlvCwm","Contante waarde, looptijd langer dan een jaar en korter dan vijf jaar"
"BLasFlvCwl","Contante waarde, looptijd langer dan vijf jaar"
"BLasFlvVle","Voorwaardelijke lease betalingen"
"BLasFlvTot","Te ontvangen toekomstige minimale sublease betalingen met betrekking tot niet tussentijds opzegbare subleases"
"BLasFlvOrb","Onverdiende rentebaten"
"BLasFlvGrv","Gegarandeerde restwaarde van de leaseobjecten die de lessor economisch toekomen"
"BLasSak","Schulden aan kredietinstellingen"
"BLasSakHvl","Hypotheken van kredietinstellingen (langlopend)"
"BLasSakHvlBeg","Beginbalans hypotheken van kredietinstellingen (langlopend)"
"BLasSakHvlHoo","Hoofdsom hypotheken van kredietinstellingen (langlopend)"
"BLasSakHvlToe","Toename hypotheken van kredietinstellingen (langlopend)"
"BLasSakHvlAfl","Aflossingen hypotheken van kredietinstellingen (langlopend)"
"BLasSakHvlAvp","Aflossingsverplichtingen hypotheken van kredietinstellingen (langlopend)"
"BLasSakHvlOmv","Omrekeningsverschillen hypotheken van kredietinstellingen (langlopend)"
"BLasSakHvlOvm","Overige mutaties hypotheken van kredietinstellingen (langlopend)"
"BLasSakFvl","Financieringen van kredietinstellingen (langlopend)"
"BLasSakFvlBeg","Beginbalans financieringen van kredietinstellingen (langlopend)"
"BLasSakFvlHoo","Hoofdsom financieringen van kredietinstellingen (langlopend)"
"BLasSakFvlToe","Toename financieringen van kredietinstellingen (langlopend)"
"BLasSakFvlAfl","Aflossingen financieringen van kredietinstellingen (langlopend)"
"BLasSakFvlAvp","Aflossingsverplichtingen financieringen van kredietinstellingen (langlopend)"
"BLasSakFvlOmv","Omrekeningsverschillen financieringen van kredietinstellingen (langlopend)"
"BLasSakFvlOvm","Overige mutaties financieringen van kredietinstellingen (langlopend)"
"BLasSakLvl","Leningen van kredietinstellingen (langlopend)"
"BLasSakLvlBeg","Beginbalans leningen van kredietinstellingen (langlopend)"
"BLasSakLvlHoo","Hoofdsom leningen van kredietinstellingen (langlopend)"
"BLasSakLvlToe","Toename leningen van kredietinstellingen (langlopend)"
"BLasSakLvlAfl","Aflossingen leningen van kredietinstellingen (langlopend)"
"BLasSakLvlAvp","Aflossingsverplichtingen leningen van kredietinstellingen (langlopend)"
"BLasSakLvlOmv","Omrekeningsverschillen leningen van kredietinstellingen (langlopend)"
"BLasSakLvlOvm","Overige mutaties leningen van kredietinstellingen (langlopend)"
"BLasOls","Overige langlopende schulden"
"BLasOlsSgl","Schulden aan groepsmaatschappijen (langlopend)"
"BLasOlsSglBeg","Beginbalans schulden aan groepsmaatschappijen (langlopend)"
"BLasOlsSglHoo","Hoofdsom schulden aan groepsmaatschappijen (langlopend)"
"BLasOlsSglToe","Toename schulden aan groepsmaatschappijen (langlopend)"
"BLasOlsSglAfl","Aflossingen schulden aan groepsmaatschappijen (langlopend)"
"BLasOlsSglAvp","Aflossingsverplichtingen schulden aan groepsmaatschappijen (langlopend)"
"BLasOlsSglOmv","Omrekeningsverschillen schulden aan groepsmaatschappijen (langlopend)"
"BLasOlsSglOvm","Overige mutaties schulden aan groepsmaatschappijen (langlopend)"
"BLasOlsSvm","Schulden aan overige verbonden maatschappijen (langlopend)"
"BLasOlsSvmBeg","Beginbalans schulden aan overige verbonden maatschappijen (langlopend)"
"BLasOlsSvmHoo","Hoofdsom schulden aan overige verbonden maatschappijen (langlopend)"
"BLasOlsSvmToe","Toename schulden aan overige verbonden maatschappijen (langlopend)"
"BLasOlsSvmAfl","Aflossingen schulden aan overige verbonden maatschappijen (langlopend)"
"BLasOlsSvmAvp","Aflossingsverplichtingen schulden aan overige verbonden maatschappijen (langlopend)"
"BLasOlsSvmOmv","Omrekeningsverschillen schulden aan overige verbonden maatschappijen (langlopend)"
"BLasOlsSvmOvm","Overige mutaties schulden aan overige verbonden maatschappijen (langlopend)"
"BLasOlsSpl","Schulden aan participanten en aan maatschappijen waarin wordt deelgenomen (langlopend)"
"BLasOlsSplBeg","Beginbalans schulden aan participanten en aan maatschappijen waarin wordt deelgenomen (langlopend)"
"BLasOlsSplHoo","Hoofdsom schulden aan participanten en aan maatschappijen waarin wordt deelgenomen (langlopend)"
"BLasOlsSplToe","Toename schulden aan participanten en aan maatschappijen waarin wordt deelgenomen (langlopend)"
"BLasOlsSplAfl","Aflossingen schulden aan participanten en aan maatschappijen waarin wordt deelgenomen (langlopend)"
"BLasOlsSplAvp","Aflossingsverplichtingen schulden aan participanten en aan maatschappijen waarin wordt deelgenomen (langlopend)"
"BLasOlsSplOmv","Omrekeningsverschillen schulden aan participanten en aan maatschappijen waarin wordt deelgenomen (langlopend)"
"BLasOlsSplOvm","Overige mutaties schulden aan participanten en aan maatschappijen waarin wordt deelgenomen (langlopend)"
"BLasOlsBep","Belastingen en premies sociale verzekeringen (langlopend)"
"BLasOlsStz","Schulden ter zake van pensioenen (langlopend)"
"BLasOlsVbe","Vooruitontvangen op bestellingen (langlopend)"
"BLasOlsSll","Schulden aan leveranciers en handelskredieten (langlopend)"
"BLasOlsTwl","Te betalen wissels en cheques (langlopend)"
"BLasOlsGvl","Giftenverplichtingen (langlopend)"
"BLasOlsSvl","Subsidieverplichtingen (langlopend)"
"BLasOlsVvn","Verplichtingen uit hoofde van onroerende zaken verkocht onder voorwaarden (langlopend)"
"BLasOlsVod","Verplichtingen aan overheid (langlopend)"
"BLasOlsOsl","Overige schulden (langlopend)"
"BLasOlsOlp","Overlopende passiva (langlopend)"
"BLim","LIQUIDE MIDDELEN"
"BLimKas","Kassen"
"BLimKasKas","Kas"
"BLimKasKlk","Kleine kas"
"BLimBan","Bankrekeningen"
"BLimBanRba","Rekening-courant bank"
"BLimBanRba","Rekening-courant bank"
"BLimBanRba","Rekening-courant bank"
"BLimBanRba","Rekening-courant bank"
"BLimBanDrk","Depotrekening"
"BLimBanDep","Depositorekening"
"BLimBanBel","Beleggingsrekening"
"BLimBanInb","Internetrekening"
"BLimKru","Kruisposten"
"BLimKruSto","Stortingen onderweg"
"BLimKruPIb","PIN betalingen"
"BLimKruCra","Creditcard afrekening"
"BLimKruWec","Wissels en cheques"
"BVor","VORDERINGEN"
"BVorDeb","Debiteuren"
"BVorDebHad","Handelsdebiteuren"
"BVorDebHdi","Handelsdebiteuren intercompany"
"BVorDebVdd","Voorziening dubieuze debiteuren"
"BVorDebHdb","Huurdebiteuren"
"BVorDebGet","Gefactureerde termijnen"
"BVorBtw","Omzetbelasting"
"BVorBtwTtv","Terug te vorderen omzetbelasting"
"BVorBtwTtvBeg","Beginbalans terug te vorderen omzetbelasting"
"BVorBtwTtvOla","Omzetbelasting leveringen/diensten algemeen tarief"
"BVorBtwTtvOlv","Omzetbelasting leveringen/diensten verlaagd tarief"
"BVorBtwTtvOlo","Omzetbelasting leveringen/diensten overige tarieven"
"BVorBtwTtvOop","Omzetbelasting over privégebruik"
"BVorBtwTtvOlw","Omzetbelasting leveringen/diensten waarbij heffing is verlegd"
"BVorBtwTtvOlb","Omzetbelasting leveringen/diensten uit landen buiten de EU"
"BVorBtwTtvOlu","Omzetbelasting leveringen/diensten uit landen binnen EU"
"BVorBtwTtvVoo","Voorbelasting"
"BVorBtwTtvVvd","Vermindering volgens de kleineondernemersregeling"
"BVorBtwTtvSva","Schatting vorige aangifte(n)"
"BVorBtwTtvSda","Schatting deze aangifte"
"BVorBtwTtvTeo","Terugontvangen omzetbelasting"
"BVorBtwTtvNah","Naheffingsaanslagen omzetbelasting"
"BVorBtwTtvOvm","Overige mutaties omzetbelasting"
"BVorOvr","Overige vorderingen"
"BVorOvrWbs","Waarborgsom"
"BVorOvrTvd","Te vorderen dividend"
"BVorOvrInd","Ingehouden dividendbelasting"
"BVorOvrTvs","Te vorderen overheidssubsidies"
"BVorOvrTvl","Te vorderen loonsubsidie"
"BVorOvrTos","Te vorderen overige subsidies"
"BVorOvrTvr","Te vorderen rente lening"
"BVorOvrTvo","Te vorderen overige rente"
"BVorOvrVrb","Vooruitbetalingen"
"BVorOvrVgk","Vorderingen op groepsmaatschappijen (kortlopend)"
"BVorOvrVok","Vorderingen op overige verbonden maatschappijen (kortlopend)"
"BVorOvrVpk","Vorderingen op participanten en op maatschappijen waarin wordt deelgenomen (kortlopend)"
"BVorOvrVao","Van aandeelhouders opgevraagde stortingen"
"BVorOvrRcb","Rekening-courant bestuurders"
"BVorOvrVup","Vorderingen uit hoofde van pensioenen"
"BVorOvrVub","Vorderingen uit hoofde van belastingen"
"BVorOvrBlk","Latente belastingvorderingen (kortlopend)"
"BVorOvrOvk","Overige vorderingen (kortlopend)"
"BVorOva","Overlopende activa"
"BVorOvaVof","Vooruitbetaalde facturen"
"BVorOvaVbs","Vooruitverzonden op bestellingen"
"BVorOvaNtf","Nog te factureren of nog te verzenden facturen"
"BVorOvaTor","Te ontvangen rente"
"BVorOvaVbr","Vooruitbetaalde rente"
